STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
25,017,324102,4163,+42.550535,-071.505861
25,017,325100,7427,+42.560083,-071.573875
25,017,326101,3896,+42.609406,-071.601009
25,017,326102,6750,+42.612290,-071.535357
25,017,327101,3586,+42.687010,-071.601347
25,017,327102,4333,+42.668030,-071.571005
25,017,327103,3578,+42.654696,-071.615184
25,017,328100,3179,+42.673632,-071.500828
25,017,330100,8231,+42.582378,-071.072826
25,017,330200,6661,+42.579531,-071.115010
25,017,331101,3011,+42.577974,-071.161053
25,017,331102,6971,+42.554333,-071.150535
25,017,331200,5346,+42.567787,-071.184290
25,017,331300,6997,+42.547495,-071.191591
25,017,332100,5972,+42.526313,-071.201213
25,017,332200,8376,+42.501301,-071.180578
25,017,332300,6677,+42.508787,-071.216911
25,017,332400,3473,+42.488721,-071.205936
25,017,333100,7399,+42.466405,-071.184030
25,017,333200,5364,+42.478745,-071.164864
25,017,333300,4063,+42.472707,-071.148607
25,017,333400,6229,+42.483024,-071.129458
25,017,333501,5001,+42.492822,-071.151917
25,017,333502,3273,+42.484628,-071.147806
25,017,333600,6791,+42.507549,-071.159235
25,017,334100,6718,+42.515841,-071.118494
25,017,334200,3968,+42.525145,-071.114788
25,017,334300,7605,+42.543369,-071.110485
25,017,334400,6456,+42.525529,-071.096068
25,017,335100,5728,+42.512406,-071.070239
25,017,335200,5637,+42.501347,-071.083249
25,017,335301,3852,+42.495968,-071.062528
25,017,335302,4621,+42.509702,-071.051326
25,017,335400,5094,+42.480727,-071.063567
25,017,336100,5360,+42.466344,-071.070260
25,017,336200,6142,+42.464977,-071.054981
25,017,336300,6664,+42.452398,-071.052895
25,017,336401,4260,+42.447569,-071.067690
25,017,336402,4557,+42.454612,-071.072736
25,017,337101,3095,+42.485866,-071.087537
25,017,337102,5042,+42.470562,-071.085817
25,017,337201,3192,+42.494856,-071.095867
25,017,337202,4849,+42.492673,-071.108420
25,017,337300,5259,+42.475638,-071.102393
25,017,338100,2964,+42.464547,-071.124418
25,017,338200,3869,+42.463573,-071.139113
25,017,338300,3180,+42.453485,-071.148431
25,017,338400,5745,+42.446370,-071.165546
25,017,338500,5616,+42.446684,-071.132206
25,017,339100,6442,+42.424103,-071.111614
25,017,339200,5830,+42.425033,-071.131895
25,017,339300,2890,+42.418997,-071.134188
25,017,339400,3326,+42.413963,-071.124093
25,017,339500,5399,+42.411926,-071.116615
25,017,339600,5024,+42.402679,-071.108536
25,017,339700,3878,+42.403964,-071.104374
25,017,339801,4410,+42.407431,-071.080136
25,017,339802,4557,+42.411983,-071.095338
25,017,339900,5171,+42.418534,-071.092792
25,017,340000,2594,+42.423176,-071.097287
25,017,340100,6652,+42.432910,-071.094515
25,017,341101,3675,+42.435095,-071.076932
25,017,341102,4564,+42.429725,-071.079491
25,017,341200,6857,+42.421645,-071.081371
25,017,341300,5439,+42.429875,-071.069814
25,017,341400,6212,+42.419182,-071.064801
25,017,341500,4780,+42.424463,-071.058937
25,017,341600,6564,+42.433935,-071.060475
25,017,341700,5298,+42.435697,-071.048030
25,017,341800,6554,+42.427785,-071.048790
25,017,341901,1387,+42.428910,-071.031012
25,017,341902,8120,+42.437201,-071.032763
25,017,342101,4457,+42.411115,-071.039394
25,017,342102,4066,+42.417592,-071.041418
25,017,342201,5268,+42.415463,-071.053372
25,017,342202,3833,+42.419921,-071.048053
25,017,342300,6826,+42.412132,-071.061678
25,017,342400,6055,+42.404479,-071.060821
25,017,342500,6797,+42.408211,-071.050380
25,017,342600,4365,+42.405432,-071.043374
25,017,350103,1210,+42.396983,-071.087347
25,017,350104,7275,+42.394607,-071.091849
25,017,350200,6567,+42.391098,-071.096448
25,017,350300,2441,+42.395177,-071.105707
25,017,350400,5568,+42.398518,-071.114831
25,017,350500,1629,+42.399757,-071.122350
25,017,350600,4572,+42.404438,-071.122250
25,017,350700,6048,+42.407171,-071.130345
25,017,350800,1828,+42.400063,-071.127339
25,017,350900,3314,+42.393909,-071.119913
25,017,351000,6450,+42.389161,-071.112797
25,017,351100,5622,+42.387440,-071.104142
25,017,351203,4241,+42.376892,-071.101273
25,017,351204,4129,+42.381582,-071.104243
25,017,351300,4233,+42.383136,-071.095179
25,017,351403,4028,+42.386163,-071.083830
25,017,351404,4289,+42.383977,-071.087566
25,017,351500,2310,+42.377662,-071.090990
25,017,352101,1654,+42.370314,-071.073346
25,017,352102,2277,+42.369588,-071.079403
25,017,352200,1849,+42.371746,-071.085852
25,017,352300,3450,+42.366901,-071.083279
25,017,352400,2126,+42.365315,-071.094302
25,017,352500,2894,+42.367735,-071.097577
25,017,352600,2378,+42.370087,-071.091515
25,017,352700,2057,+42.373490,-071.093690
25,017,352800,2115,+42.371453,-071.096615
25,017,352900,2646,+42.372367,-071.103432
25,017,353000,3584,+42.367278,-071.103900
25,017,353101,2460,+42.363156,-071.100283
25,017,353102,5040,+42.357035,-071.096289
25,017,353200,4897,+42.358964,-071.105050
25,017,353300,3471,+42.360567,-071.109616
25,017,353400,2848,+42.362435,-071.112302
25,017,353500,2602,+42.366342,-071.110423
25,017,353600,4551,+42.381070,-071.116134
25,017,353700,5365,+42.374368,-071.113069
25,017,353800,4702,+42.370236,-071.109664
25,017,353900,7090,+42.368677,-071.116396
25,017,354000,4366,+42.380950,-071.122578
25,017,354100,2907,+42.376511,-071.125957
25,017,354200,2907,+42.377540,-071.137816
25,017,354300,3346,+42.378855,-071.150989
25,017,354400,1647,+42.382764,-071.136614
25,017,354500,2236,+42.385265,-071.122649
25,017,354600,4538,+42.387875,-071.135968
25,017,354700,2509,+42.389463,-071.123317
25,017,354800,1903,+42.392784,-071.127586
25,017,354900,6058,+42.393819,-071.136533
25,017,355000,2689,+42.398345,-071.131328
25,017,356100,3110,+42.402410,-071.143853
25,017,356300,5040,+42.413587,-071.140828
25,017,356400,7247,+42.426821,-071.160447
25,017,356500,6580,+42.425057,-071.186263
25,017,356601,4216,+42.418640,-071.172605
25,017,356602,4169,+42.419820,-071.181548
25,017,356701,5844,+42.408311,-071.144456
25,017,356702,6638,+42.413363,-071.162203
25,017,357100,4185,+42.400688,-071.165891
25,017,357200,3202,+42.390389,-071.165268
25,017,357300,2973,+42.379618,-071.159915
25,017,357400,2339,+42.381047,-071.168081
25,017,357500,2130,+42.383377,-071.176643
25,017,357600,2432,+42.383119,-071.186122
25,017,357700,3727,+42.389705,-071.188395
25,017,357800,3741,+42.399053,-071.182578
25,017,358100,5105,+42.427582,-071.204820
25,017,358300,5526,+42.422066,-071.231927
25,017,358400,4895,+42.441521,-071.235327
25,017,358500,4861,+42.448023,-071.201658
25,017,358600,5947,+42.458862,-071.244502
25,017,358700,5060,+42.467990,-071.231852
25,017,359100,6198,+42.500692,-071.260288
25,017,359300,7122,+42.491291,-071.289249
25,017,360100,1286,+42.453487,-071.279550
25,017,360200,5076,+42.422717,-071.312188
25,017,361100,5657,+42.449297,-071.372843
25,017,361200,5765,+42.452968,-071.403018
25,017,361300,6246,+42.469728,-071.351621
25,017,362100,4852,+42.529669,-071.352153
25,017,363102,5909,+42.505460,-071.412896
25,017,363103,3229,+42.495930,-071.440316
25,017,363104,6105,+42.463441,-071.435908
25,017,363201,3219,+42.466929,-071.479772
25,017,363202,3462,+42.479972,-071.466315
25,017,364101,5266,+42.435798,-071.460559
25,017,364102,4840,+42.427283,-071.446681
25,017,365100,7732,+42.406244,-071.423464
25,017,365201,5607,+42.377937,-071.432977
25,017,365202,4320,+42.355553,-071.429414
25,017,366100,4697,+42.325432,-071.364817
25,017,366201,3598,+42.385854,-071.353203
25,017,366202,4699,+42.345568,-071.355212
25,017,367100,3959,+42.386445,-071.297257
25,017,367200,7302,+42.344999,-071.300923
25,017,368101,6101,+42.410341,-071.244426
25,017,368102,3627,+42.401216,-071.245980
25,017,368200,4294,+42.385215,-071.250804
25,017,368300,5345,+42.376967,-071.248010
25,017,368400,8117,+42.367101,-071.256435
25,017,368500,3297,+42.369339,-071.237789
25,017,368600,5196,+42.363753,-071.237445
25,017,368700,2462,+42.369004,-071.229742
25,017,368800,4741,+42.374125,-071.226137
25,017,368901,6801,+42.396139,-071.224971
25,017,368902,4320,+42.380746,-071.229085
25,017,369000,1528,+42.404851,-071.220413
25,017,369100,4803,+42.383711,-071.206491
25,017,370101,6488,+42.377017,-071.196100
25,017,370102,6751,+42.368645,-071.193189
25,017,370201,3757,+42.373186,-071.168941
25,017,370202,4149,+42.376037,-071.183044
25,017,370300,5644,+42.369204,-071.157190
25,017,370400,5126,+42.364409,-071.176469
25,017,373100,4755,+42.355899,-071.184170
25,017,373200,4391,+42.360066,-071.200390
25,017,373300,2799,+42.356489,-071.209998
25,017,373400,3204,+42.348458,-071.201580
25,017,373500,6187,+42.343674,-071.184275
25,017,373600,6026,+42.333492,-071.174916
25,017,373700,3790,+42.337441,-071.202540
25,017,373800,5923,+42.324261,-071.191206
25,017,373900,6373,+42.309316,-071.181659
25,017,374000,5237,+42.302334,-071.194647
25,017,374100,4647,+42.312747,-071.216675
25,017,374200,4194,+42.322916,-071.212856
25,017,374300,3494,+42.325896,-071.235035
25,017,374400,5743,+42.339324,-071.224749
25,017,374500,4339,+42.354674,-071.221930
25,017,374600,4829,+42.356431,-071.230447
25,017,374700,4477,+42.350307,-071.246819
25,017,374800,4738,+42.337595,-071.249343
25,017,382100,4911,+42.310883,-071.344852
25,017,382200,5158,+42.293390,-071.341912
25,017,382300,5568,+42.273135,-071.330835
25,017,382400,4523,+42.274777,-071.357263
25,017,382500,4418,+42.294667,-071.363087
25,017,382601,4269,+42.277139,-071.388389
25,017,382602,4159,+42.290212,-071.387806
25,017,383101,4217,+42.270691,-071.410862
25,017,383102,4923,+42.275516,-071.400331
25,017,383200,6046,+42.269457,-071.426678
25,017,383300,3042,+42.283870,-071.431364
25,017,383400,5540,+42.284046,-071.410087
25,017,383501,4259,+42.294010,-071.411322
25,017,383502,3773,+42.296739,-071.436465
25,017,383600,6138,+42.304392,-071.415794
25,017,383700,5213,+42.317617,-071.398549
25,017,383800,5360,+42.329336,-071.407682
25,017,383901,7628,+42.331290,-071.434877
25,017,383902,5227,+42.317952,-071.461695
25,017,384001,1437,+42.300477,-071.457350
25,017,384002,5515,+42.290138,-071.463857
25,017,385100,6717,+42.265536,-071.479852
25,017,385201,2568,+42.245160,-071.463323
25,017,385202,7308,+42.249380,-071.439164
25,017,386100,4119,+42.233829,-071.378013
25,017,387100,4257,+42.193277,-071.417471
25,017,387201,5464,+42.215268,-071.433980
25,017,387202,3826,+42.191246,-071.465821
25,017,388100,4996,+42.485729,-071.515286
25,017,388200,7211,+42.557307,-071.647229
25,017,388300,5420,+42.649857,-071.319668
25,017,980000,0,+42.409915,-071.481880
25,019,950100,1375,+41.281276,-070.104598
25,019,950200,4869,+41.265977,-070.105961
25,019,950307,342,+41.281774,-070.171338
25,019,950400,2422,+41.260726,-070.076716
25,019,950500,1164,+41.271100,-070.019527
25,019,990000,0,+41.305588,-070.140475
25,021,400100,4977,+42.344827,-071.112421
25,021,400200,6132,+42.346277,-071.119033
25,021,400300,4110,+42.346994,-071.126621
25,021,400400,5449,+42.341964,-071.130610
25,021,400500,5173,+42.338166,-071.130687
25,021,400600,5177,+42.335479,-071.140755
25,021,400700,3598,+42.333397,-071.124186
25,021,400800,5630,+42.338892,-071.119227
25,021,400900,3865,+42.332925,-071.116381
25,021,401000,3149,+42.327046,-071.121838
25,021,401100,4441,+42.325021,-071.143153
25,021,401200,7031,+42.307228,-071.157532
25,021,402101,3634,+42.265797,-071.178551
25,021,402102,4063,+42.250664,-071.153634
25,021,402200,2169,+42.233894,-071.145413
25,021,402300,4549,+42.226657,-071.155740
25,021,402400,6050,+42.239137,-071.164394
25,021,402500,4264,+42.250903,-071.190243
25,021,403100,6841,+42.278891,-071.214421
25,021,403300,4222,+42.269930,-071.241132
25,021,403400,6488,+42.282076,-071.254928
25,021,403500,5684,+42.301646,-071.235639
25,021,404100,4025,+42.315998,-071.253230
25,021,404201,3658,+42.318065,-071.279061
25,021,404202,4986,+42.302702,-071.272051
25,021,404301,5508,+42.311638,-071.311413
25,021,404302,3529,+42.301623,-071.303534
25,021,404400,6276,+42.291235,-071.294507
25,021,405100,5589,+42.234379,-071.283694
25,021,406101,5537,+42.199502,-071.308206
25,021,406102,6487,+42.172342,-071.296958
25,021,407100,7891,+42.166833,-071.360922
25,021,408101,7962,+42.157897,-071.429607
25,021,408102,4790,+42.143544,-071.416364
25,021,409101,6217,+42.120319,-071.310211
25,021,409102,5010,+42.111981,-071.345736
25,021,410100,6142,+42.053773,-071.262181
25,021,410300,4423,+42.058724,-071.214344
25,021,410400,6300,+42.077195,-071.239315
25,021,411100,7972,+42.125255,-071.250425
25,021,411200,6562,+42.155433,-071.224127
25,021,411301,5527,+42.170696,-071.251342
25,021,411302,4009,+42.132240,-071.276143
25,021,412100,6334,+42.206804,-071.230941
25,021,412200,3572,+42.232214,-071.220564
25,021,412300,4712,+42.217611,-071.177221
25,021,413100,5854,+42.181559,-071.187461
25,021,413200,6079,+42.200454,-071.194414
25,021,413300,4954,+42.196123,-071.215643
25,021,413401,3167,+42.188597,-071.207030
25,021,413402,4244,+42.177171,-071.219781
25,021,413500,4304,+42.170489,-071.202114
25,021,414100,5693,+42.114270,-071.200348
25,021,414200,7183,+42.098826,-071.160809
25,021,414300,4736,+42.123596,-071.172572
25,021,415101,4532,+42.166543,-071.150988
25,021,415102,7465,+42.150526,-071.142687
25,021,415200,5850,+42.166046,-071.107661
25,021,415300,3714,+42.190195,-071.128105
25,021,416101,5724,+42.245665,-071.069996
25,021,416102,3810,+42.235029,-071.110195
25,021,416200,6651,+42.255905,-071.094498
25,021,416300,4749,+42.264179,-071.082666
25,021,416400,6069,+42.259533,-071.046004
25,021,417100,4264,+42.260824,-071.024568
25,021,417200,8182,+42.270084,-071.032300
25,021,417300,2681,+42.292216,-071.028446
25,021,417400,2566,+42.296480,-071.012005
25,021,417501,5004,+42.279470,-071.021237
25,021,417502,4639,+42.279747,-071.027435
25,021,417601,5196,+42.272041,-071.015906
25,021,417602,5155,+42.265945,-071.011604
25,021,417701,5417,+42.252827,-071.001272
25,021,417702,2765,+42.260985,-070.992925
25,021,417801,5443,+42.265932,-070.963031
25,021,417802,3150,+42.253804,-070.965664
25,021,417901,6048,+42.246690,-070.980873
25,021,417902,3542,+42.246460,-070.990454
25,021,418002,7020,+42.239265,-070.994594
25,021,418003,2481,+42.235220,-071.022201
25,021,418004,4280,+42.239430,-071.010959
25,021,418101,4837,+42.250255,-071.013174
25,021,418102,3377,+42.246378,-071.021028
25,021,418200,6224,+42.247082,-071.035177
25,021,419100,5691,+42.216422,-071.012292
25,021,419200,5002,+42.222730,-070.994897
25,021,419300,3863,+42.226940,-070.982098
25,021,419400,3166,+42.228435,-070.970330
25,021,419500,3077,+42.213935,-070.979067
25,021,419600,6766,+42.181783,-070.995533
25,021,419700,3821,+42.193473,-070.996755
25,021,419800,4358,+42.200724,-071.016327
25,021,420100,7804,+42.186538,-071.045976
25,021,420201,3505,+42.178829,-071.060510
25,021,420202,6303,+42.186896,-071.070081
25,021,420301,6797,+42.167036,-071.045251
25,021,420302,7703,+42.153794,-071.044468
25,021,421100,5120,+42.139299,-071.015902
25,021,421200,5671,+42.153223,-071.000673
25,021,422100,5293,+42.161062,-070.963794
25,021,422200,6815,+42.170073,-070.940892
25,021,422301,2975,+42.190691,-070.963531
25,021,422302,6590,+42.188490,-070.942781
25,021,422400,7785,+42.212951,-070.959418
25,021,422501,4758,+42.203515,-070.924719
25,021,422502,5165,+42.213370,-070.937438
25,021,422600,6668,+42.226024,-070.939054
25,021,422700,3842,+42.239896,-070.945974
25,021,422800,3852,+42.250582,-070.941161
25,021,423100,7542,+42.239050,-070.812699
25,021,440100,8264,+42.012182,-071.327640
25,021,441202,2726,+42.032042,-071.404920
25,021,441203,3730,+42.060610,-071.314237
25,021,441204,4499,+42.069791,-071.339528
25,021,442101,5572,+42.093845,-071.393243
25,021,442102,7071,+42.097806,-071.425606
25,021,442103,6946,+42.121680,-071.407408
25,021,442201,4166,+42.051892,-071.420674
25,021,442202,7880,+42.080151,-071.386510
25,021,443101,7638,+42.105449,-071.471234
25,021,443102,8694,+42.044855,-071.480760
25,021,456101,3776,+42.109018,-071.086452
25,021,456102,4945,+42.126020,-071.090423
25,021,456200,3146,+42.141958,-071.086106
25,021,456301,1753,+42.129941,-071.107294
25,021,456302,5000,+42.137740,-071.126611
25,021,456401,2765,+42.127259,-071.125880
25,021,456402,5577,+42.109201,-071.118894
25,021,457100,4356,+42.125147,-071.043154
25,021,457200,5651,+42.288912,-071.231756
25,023,500101,3702,+42.300153,-070.890671
25,023,500103,2209,+42.265296,-070.849203
25,023,500104,4382,+42.281043,-070.872802
25,023,501101,3302,+42.244667,-070.870545
25,023,501102,8057,+42.245151,-070.904387
25,023,501201,3667,+42.217192,-070.892721
25,023,501202,7131,+42.194981,-070.890852
25,023,502101,6051,+42.127003,-070.915342
25,023,502102,5600,+42.110583,-070.906375
25,023,502200,5838,+42.143740,-070.913690
25,023,503101,7176,+42.136477,-070.870027
25,023,503102,6703,+42.110016,-070.847150
25,023,504101,5370,+42.170363,-070.846247
25,023,504102,5136,+42.149515,-070.794535
25,023,505101,6468,+42.217506,-070.750665
25,023,505102,4991,+42.202584,-070.777113
25,023,505200,6674,+42.183994,-070.735771
25,023,506101,6531,+42.126069,-070.709717
25,023,506102,5899,+42.121373,-070.750005
25,023,506202,2512,+42.078561,-070.695792
25,023,506203,5220,+42.084767,-070.674724
25,023,506204,4970,+42.100929,-070.662094
25,023,507101,5323,+42.043143,-070.745281
25,023,507103,4351,+42.024129,-070.688821
25,023,507104,5385,+42.049951,-070.706215
25,023,508101,6708,+42.087195,-070.793983
25,023,508102,5098,+42.049938,-070.826645
25,023,508200,6031,+42.047953,-070.792815
25,023,509101,6947,+41.980764,-070.749245
25,023,509102,5682,+42.003020,-070.738631
25,023,510100,4776,+42.115292,-071.009047
25,023,510200,5964,+42.103617,-071.004747
25,023,510300,3798,+42.100402,-071.024251
25,023,510400,3706,+42.092933,-071.021853
25,023,510501,3358,+42.108569,-071.030632
25,023,510502,5796,+42.097347,-071.041458
25,023,510503,4296,+42.096386,-071.062706
25,023,510600,2857,+42.080122,-071.058703
25,023,510700,5656,+42.081331,-071.037426
25,023,510800,6339,+42.084225,-071.028290
25,023,510900,2531,+42.083395,-071.020625
25,023,511000,3040,+42.087343,-071.010951
25,023,511100,5291,+42.092534,-070.991857
25,023,511200,4849,+42.080822,-070.994558
25,023,511301,5334,+42.069681,-071.007482
25,023,511302,3531,+42.057197,-070.995379
25,023,511400,3716,+42.075315,-071.024723
25,023,511500,4308,+42.069856,-071.022050
25,023,511600,7211,+42.059609,-071.018195
25,023,511701,4655,+42.063172,-071.034746
25,023,511702,2798,+42.066164,-071.060770
25,023,520100,6458,+42.105001,-070.946137
25,023,520201,3952,+42.133045,-070.951486
25,023,520202,5575,+42.117862,-070.967231
25,023,521101,4303,+42.078146,-070.956303
25,023,521102,3316,+42.080346,-070.941723
25,023,521201,2904,+42.083233,-070.933509
25,023,521202,3966,+42.084572,-070.918739
25,023,522101,4745,+42.056851,-070.850893
25,023,522102,5464,+42.065352,-070.878621
25,023,523100,3044,+42.021919,-070.963331
25,023,523201,2897,+42.046818,-070.968501
25,023,523202,7853,+42.030359,-070.926818
25,023,524101,3035,+42.026686,-071.032293
25,023,524102,3881,+42.024789,-071.003843
25,023,525101,6305,+41.979068,-070.998050
25,023,525104,6289,+41.965905,-070.983117
25,023,525203,5595,+42.000040,-070.952896
25,023,525204,3382,+41.978278,-070.933396
25,023,525300,2063,+41.945458,-070.955489
25,023,526100,7518,+41.998207,-070.852268
25,023,530100,3808,+41.945362,-070.712729
25,023,530200,3600,+41.972750,-070.688530
25,023,530300,3782,+41.959594,-070.674335
25,023,530400,5823,+41.930758,-070.713788
25,023,530500,5680,+41.945227,-070.656151
25,023,530600,6364,+41.905323,-070.658329
25,023,530700,4242,+41.915966,-070.595664
25,023,530801,5587,+41.885221,-070.558660
25,023,530802,4785,+41.904141,-070.546710
25,023,530901,8328,+41.805666,-070.593470
25,023,530902,4469,+41.832206,-070.569499
25,023,540101,3783,+41.870214,-070.943469
25,023,540102,2570,+41.813439,-070.939663
25,023,540103,4249,+41.819571,-070.984898
25,023,541100,5232,+41.761140,-070.839176
25,023,542101,7131,+41.879283,-070.842318
25,023,542102,2552,+41.842242,-070.878054
25,023,542200,6114,+41.916574,-070.919115
25,023,542300,7319,+41.894705,-070.917982
25,023,543100,2820,+41.964072,-070.806266
25,023,544100,5629,+41.907995,-070.788010
25,023,544200,5880,+41.865933,-070.747822
25,023,545100,6446,+41.765916,-070.749158
25,023,545200,5669,+41.778635,-070.668256
25,023,545300,4413,+41.748332,-070.649281
25,023,545400,5294,+41.748367,-070.705931
25,023,560100,6045,+41.663605,-070.815954
25,023,561100,4907,+41.712391,-070.759803
25,023,561200,2929,+41.986477,-070.965357
25,023,990003,0,+42.062699,-070.562338
25,025,000100,4254,+42.360268,-071.138369
25,025,000201,3854,+42.353139,-071.161991
25,025,000202,3885,+42.352813,-071.154211
25,025,000301,2740,+42.353409,-071.169269
25,025,000302,3142,+42.346798,-071.167401
25,025,000401,5672,+42.343496,-071.148810
25,025,000402,3648,+42.343650,-071.157437
25,025,000502,6303,+42.338107,-071.160295
25,025,000503,2211,+42.339422,-071.150301
25,025,000504,4985,+42.341395,-071.143896
25,025,000601,3571,+42.352216,-071.147509
25,025,000602,3974,+42.349356,-071.141101
25,025,000701,4446,+42.347009,-071.137791
25,025,000703,2791,+42.351277,-071.127148
25,025,000704,4801,+42.349782,-071.133434
25,025,000802,8136,+42.355626,-071.129653
25,025,000803,6584,+42.358671,-071.119949
25,025,010103,4569,+42.349648,-071.102000
25,025,010104,4804,+42.349630,-071.093136
25,025,010203,5569,+42.343820,-071.097828
25,025,010204,3173,+42.346925,-071.104637
25,025,010300,4861,+42.339997,-071.101911
25,025,010403,3003,+42.345058,-071.088222
25,025,010404,5817,+42.341801,-071.088965
25,025,010405,5522,+42.340404,-071.090744
25,025,010408,1426,+42.343222,-071.095836
25,025,010500,3044,+42.344351,-071.083717
25,025,010600,2858,+42.347137,-071.080021
25,025,010701,2478,+42.350054,-071.083798
25,025,010702,2400,+42.352338,-071.076633
25,025,010801,2783,+42.354065,-071.076937
25,025,010802,3059,+42.351319,-071.085973
25,025,020101,4193,+42.358004,-071.069065
25,025,020200,3649,+42.360217,-071.067802
25,025,020301,2023,+42.364142,-071.067041
25,025,020302,1181,+42.360076,-071.064110
25,025,020303,3400,+42.365052,-071.064449
25,025,030100,1954,+42.366662,-071.055934
25,025,030200,1665,+42.364702,-071.056738
25,025,030300,4872,+42.360008,-071.054963
25,025,030400,2451,+42.364659,-071.054157
25,025,030500,2538,+42.365987,-071.051889
25,025,040100,2168,+42.373874,-071.061039
25,025,040200,1606,+42.377248,-071.056906
25,025,040300,3882,+42.378758,-071.062968
25,025,040401,2439,+42.376511,-071.066614
25,025,040600,2444,+42.381996,-071.070304
25,025,040801,3900,+42.377402,-071.054053
25,025,050101,5115,+42.380901,-071.037704
25,025,050200,5231,+42.377795,-071.035353
25,025,050300,2251,+42.370545,-071.041453
25,025,050400,2372,+42.368167,-071.037783
25,025,050500,1857,+42.369931,-071.033927
25,025,050600,2063,+42.371825,-071.037298
25,025,050700,4504,+42.375475,-071.033781
25,025,050901,4165,+42.380429,-071.030186
25,025,051000,4089,+42.384183,-071.015937
25,025,051101,6093,+42.388791,-071.005369
25,025,051200,2379,+42.366030,-071.033001
25,025,060101,3216,+42.334650,-071.028179
25,025,060200,1916,+42.332696,-071.032776
25,025,060301,3076,+42.333237,-071.036779
25,025,060400,4904,+42.332509,-071.042798
25,025,060501,3571,+42.336752,-071.038789
25,025,060600,2357,+42.343799,-071.045654
25,025,060700,1893,+42.338365,-071.054603
25,025,060800,3964,+42.335483,-071.051298
25,025,061000,3098,+42.331624,-071.049994
25,025,061101,2232,+42.326466,-071.054081
25,025,061200,3240,+42.337023,-071.054666
25,025,070101,5902,+42.353280,-071.061160
25,025,070200,5218,+42.349699,-071.064130
25,025,070300,3909,+42.347813,-071.070580
25,025,070402,1723,+42.345723,-071.067567
25,025,070500,5460,+42.342054,-071.072034
25,025,070600,2240,+42.343262,-071.075359
25,025,070700,2361,+42.345405,-071.076627
25,025,070800,3706,+42.340990,-071.080808
25,025,070900,3329,+42.338278,-071.078070
25,025,071101,3753,+42.336423,-071.073587
25,025,071201,3131,+42.340939,-071.067557
25,025,080100,3350,+42.329056,-071.070773
25,025,080300,1769,+42.327350,-071.078899
25,025,080401,2710,+42.332588,-071.081754
25,025,080500,3096,+42.336073,-071.082138
25,025,080601,4271,+42.335617,-071.086634
25,025,080801,3885,+42.335092,-071.096475
25,025,080900,4008,+42.332546,-071.101410
25,025,081001,4890,+42.333118,-071.107639
25,025,081100,4091,+42.328701,-071.108308
25,025,081200,3265,+42.324479,-071.103147
25,025,081300,4760,+42.318114,-071.097481
25,025,081400,3003,+42.327776,-071.093221
25,025,081500,2134,+42.320273,-071.093030
25,025,081700,3820,+42.322317,-071.085775
25,025,081800,2898,+42.320678,-071.079940
25,025,081900,3115,+42.315067,-071.090349
25,025,082000,2815,+42.313614,-071.083863
25,025,082100,5025,+42.309258,-071.087400
25,025,090100,4571,+42.302918,-071.082138
25,025,090200,2233,+42.306997,-071.078493
25,025,090300,3179,+42.311342,-071.077301
25,025,090400,3659,+42.317306,-071.074778
25,025,090600,2348,+42.322678,-071.072618
25,025,090700,4275,+42.321958,-071.057876
25,025,090901,3730,+42.318779,-071.042236
25,025,091001,2742,+42.310929,-071.053494
25,025,091100,4861,+42.315827,-071.055599
25,025,091200,3234,+42.316363,-071.061836
25,025,091300,2499,+42.319740,-071.066573
25,025,091400,2741,+42.314958,-071.069832
25,025,091500,4370,+42.311451,-071.064295
25,025,091600,3138,+42.305860,-071.061481
25,025,091700,3069,+42.303439,-071.066626
25,025,091800,3452,+42.307507,-071.069771
25,025,091900,3860,+42.300560,-071.075671
25,025,092000,4945,+42.299899,-071.067446
25,025,092101,6451,+42.297016,-071.056954
25,025,092200,3349,+42.294861,-071.066298
25,025,092300,2893,+42.293952,-071.075073
25,025,092400,5277,+42.296098,-071.085199
25,025,100100,5510,+42.289102,-071.087657
25,025,100200,2787,+42.284669,-071.085912
25,025,100300,3303,+42.282535,-071.079677
25,025,100400,4865,+42.281840,-071.070849
25,025,100500,5989,+42.288599,-071.070155
25,025,100601,5154,+42.290690,-071.057391
25,025,100603,1904,+42.289242,-071.045722
25,025,100700,4322,+42.283598,-071.051848
25,025,100800,5546,+42.281350,-071.060844
25,025,100900,4072,+42.274195,-071.073570
25,025,101001,5480,+42.271186,-071.100025
25,025,101002,4979,+42.274789,-071.085691
25,025,101101,3155,+42.282842,-071.095053
25,025,101102,4396,+42.279095,-071.092105
25,025,110103,5460,+42.294815,-071.116613
25,025,110201,2051,+42.279755,-071.117116
25,025,110301,2405,+42.286852,-071.114471
25,025,110401,3566,+42.287149,-071.122279
25,025,110403,4309,+42.277858,-071.126433
25,025,110501,3253,+42.282435,-071.141224
25,025,110502,3806,+42.282831,-071.132539
25,025,110601,2969,+42.294872,-071.140887
25,025,110607,5077,+42.290115,-071.135083
25,025,120103,1508,+42.311437,-071.118354
25,025,120104,2095,+42.305808,-071.116800
25,025,120105,2444,+42.309798,-071.127568
25,025,120201,3439,+42.305708,-071.108026
25,025,120301,4795,+42.312583,-071.101391
25,025,120400,5751,+42.314256,-071.111872
25,025,120500,2331,+42.320857,-071.104300
25,025,120600,2335,+42.319156,-071.108706
25,025,120700,2014,+42.323252,-071.112460
